성분코드,성분명,함량,단일복합,주성분코드,제형코드,투여경로,투여경로명,제형명칭,동일 제형군,함량수치,함량단위
315200BIJ,proxyphylline,240mg,복합,315200BIJ,IJ,B,주사제,주사제,-,240.0,mg
315300BIJ,coumarin,3mg,복합,315300BIJ,IJ,B,주사제,주사제,-,3.0,mg
315300BIJ,proxyphylline,240mg,복합,315300BIJ,IJ,B,주사제,주사제,-,240.0,mg
315400BIJ,dihydroergocristine mesylate,312.5mcg,복합,315400BIJ,IJ,B,주사제,주사제,-,312.5,mcg
315400BIJ,raubasine,6.25mg,복합,315400BIJ,IJ,B,주사제,주사제,-,6.25,mg
315500BIJ,melilotus ext.,1.5ml,복합,315500BIJ,IJ,B,주사제,주사제,-,1.5,ml
315500BIJ,proxyphylline,240mg,복합,315500BIJ,IJ,B,주사제,주사제,-,240.0,mg
315600BIJ,melilotus ext.,300mg,복합,315600BIJ,IJ,B,주사제,주사제,-,300.0,mg
315600BIJ,proxyphylline,240mg,복합,315600BIJ,IJ,B,주사제,주사제,-,240.0,mg
315800BIJ,dextromethorphan Hbr,10mg,복합,315800BIJ,IJ,B,주사제,주사제,-,10.0,mg
315800BIJ,methylephedrine HCl,5mg,복합,315800BIJ,IJ,B,주사제,주사제,-,5.0,mg
315900BIJ,diprophyllin,250mg,복합,315900BIJ,IJ,B,주사제,주사제,-,250.0,mg
315900BIJ,redistilled turpentine oil oxidation products,10mg,복합,315900BIJ,IJ,B,주사제,주사제,-,10.0,mg
316100BIJ,betamethasone dipropionate,6.43mg,복합,316100BIJ,IJ,B,주사제,주사제,-,6.43,mg
316100BIJ,betamethasone sodium phosphate,2.63mg,복합,316100BIJ,IJ,B,주사제,주사제,-,2.63,mg
316200BIJ,lidocaine HCl,10mg,복합,316200BIJ,IJ,B,주사제,주사제,-,10.0,mg
316200BIJ,methylprednisolone acetate,40mg,복합,316200BIJ,IJ,B,주사제,주사제,-,40.0,mg
316300BIJ,melilotus ext.,500mcg,복합,316300BIJ,IJ,B,주사제,주사제,-,500.0,mcg
316300BIJ,proxyphylline,240mg,복합,316300BIJ,IJ,B,주사제,주사제,-,240.0,mg
318100BIJ,flavine adenine dinucleotide,10mg,복합,318100BIJ,IJ,B,주사제,주사제,-,10.0,mg
318100BIJ,liver ext.,15ul,복합,318100BIJ,IJ,B,주사제,주사제,-,15.0,ul
318200BIJ,medium chain triglyceride,10g,복합,318200BIJ,IJ,B,주사제,주사제,-,10.0,g
318200BIJ,soybean oil,10g,복합,318200BIJ,IJ,B,주사제,주사제,-,10.0,g
318300BIJ,medium chain triglyceride,12.5g,복합,318300BIJ,IJ,B,주사제,주사제,-,12.5,g
318300BIJ,soybean oil,12.5g,복합,318300BIJ,IJ,B,주사제,주사제,-,12.5,g
318400BIJ,medium chain triglyceride,25g,복합,318400BIJ,IJ,B,주사제,주사제,-,25.0,g
318400BIJ,soybean oil,25g,복합,318400BIJ,IJ,B,주사제,주사제,-,25.0,g
318500BIJ,dextran,6g/100ml,복합,318500BIJ,IJ,B,주사제,주사제,-,6100.0,g/ml
318500BIJ,sodium chloride,900mg/100ml,복합,318500BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
318600BIJ,dextran-40,10g/100ml,복합,318600BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
318600BIJ,dextrose,5g/100ml,복합,318600BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
318700BIJ,dextran-40,10g/100ml,복합,318700BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
318700BIJ,sodium chloride,900mg/100ml,복합,318700BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
318800BIJ,dextran-70,6g/100ml,복합,318800BIJ,IJ,B,주사제,주사제,-,6100.0,g/ml
318800BIJ,dextrose,5g/100ml,복합,318800BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
318900BIJ,dextrose,5g/100ml,복합,318900BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
318900BIJ,sodium chloride,450mg/100ml,복합,318900BIJ,IJ,B,주사제,주사제,-,450100.0,mg/ml
319000BIJ,dextrose,5g/100ml,복합,319000BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
319000BIJ,sodium chloride,900mg/100ml,복합,319000BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
319100BIJ,dextrose,9.09g/100ml,복합,319100BIJ,IJ,B,주사제,주사제,-,9.091,g/ml
319100BIJ,sodium chloride,900mg/100ml,복합,319100BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
319200BIJ,hydroxyethyl starch,6g/100ml,복합,319200BIJ,IJ,B,주사제,주사제,-,6100.0,g/ml
319200BIJ,sodium chloride,900mg/100ml,복합,319200BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
319300BIJ,hydroxyethyl starch,10g/100ml,복합,319300BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
319300BIJ,sodium chloride,900mg/100ml,복합,319300BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
320100BIJ,dextrose,2.5g/100ml,복합,320100BIJ,IJ,B,주사제,주사제,-,2.51,g/ml
320100BIJ,sodium chloride,450mg/100ml,복합,320100BIJ,IJ,B,주사제,주사제,-,450100.0,mg/ml
320200BIJ,dextrose,3.33g/100ml,복합,320200BIJ,IJ,B,주사제,주사제,-,3.331,g/ml
320200BIJ,sodium chloride,300mg/100ml,복합,320200BIJ,IJ,B,주사제,주사제,-,300100.0,mg/ml
320300BIJ,dextrose,3.75g/100ml,복합,320300BIJ,IJ,B,주사제,주사제,-,3.751,g/ml
320300BIJ,sodium chloride,225mg/100ml,복합,320300BIJ,IJ,B,주사제,주사제,-,225100.0,mg/ml
320400BIJ,dextrose,4g/100ml,복합,320400BIJ,IJ,B,주사제,주사제,-,4100.0,g/ml
320400BIJ,sodium chloride,180mg/100ml,복합,320400BIJ,IJ,B,주사제,주사제,-,180100.0,mg/ml
320500BIJ,potassium phasphate dibasic,27.2mg/ml,복합,320500BIJ,IJ,B,주사제,주사제,-,27.2,mg/ml
320500BIJ,potassium phosphate monobasic,69.7mg/ml,복합,320500BIJ,IJ,B,주사제,주사제,-,69.7,mg/ml
326600BIJ,d-sorbitol,1g,복합,326600BIJ,IJ,B,주사제,주사제,-,1.0,g
326600BIJ,ornithine aspartate,5g,복합,326600BIJ,IJ,B,주사제,주사제,-,5.0,g
327800BIJ,"insulin, human",1000i.u,복합,327800BIJ,IJ,B,주사제,주사제,-,1000.0,iu
327800BIJ,protamine sulfate,3.6mg,복합,327800BIJ,IJ,B,주사제,주사제,-,3.6,mg
327900BIJ,fructose,5g/100ml,복합,327900BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
327900BIJ,glycerin,10g/100ml,복합,327900BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
328000BIJ,phoselit,30mg,복합,328000BIJ,IJ,B,주사제,주사제,-,30.0,mg
328000BIJ,thiamine HCl,10mg,복합,328000BIJ,IJ,B,주사제,주사제,-,10.0,mg
328300BIJ,actovegin,2ml/100ml,복합,328300BIJ,IJ,B,주사제,주사제,-,2100.0,ml/ml
328300BIJ,dextrose monohydrate,1.7g/100ml,복합,328300BIJ,IJ,B,주사제,주사제,-,1.71,g/ml
328500BIJ,ampicillin sodium,500mg,복합,328500BIJ,IJ,B,주사제,주사제,-,500.0,mg
328500BIJ,sulbactam sodium,250mg,복합,328500BIJ,IJ,B,주사제,주사제,-,250.0,mg
328600BIJ,ampicillin sodium,1000mg,복합,328600BIJ,IJ,B,주사제,주사제,-,1000.0,mg
328600BIJ,sulbactam sodium,500mg,복합,328600BIJ,IJ,B,주사제,주사제,-,500.0,mg
328700BIJ,penicillin G potassium,1000ki.u,복합,328700BIJ,IJ,B,주사제,주사제,-,1000.0,kiu
328700BIJ,procaine penicillin G,3000ki.u,복합,328700BIJ,IJ,B,주사제,주사제,-,3000.0,kiu
328800BIJ,tobramycin sulfate,80mg,복합,328800BIJ,IJ,B,주사제,주사제,-,80.0,mg
328800BIJ,sodium chloride,0.9mg,복합,328800BIJ,IJ,B,주사제,주사제,-,0.9,mg
328900BIJ,amoxicillin sodium,500mg,복합,328900BIJ,IJ,B,주사제,주사제,-,500.0,mg
328900BIJ,potassium clavulanate,100mg,복합,328900BIJ,IJ,B,주사제,주사제,-,100.0,mg
329000BIJ,amoxicillin sodium,1g,복합,329000BIJ,IJ,B,주사제,주사제,-,1.0,g
329000BIJ,potassium clavulanate,200mg,복합,329000BIJ,IJ,B,주사제,주사제,-,200.0,mg
329100BIJ,ampicillin sodium,500mg,복합,329100BIJ,IJ,B,주사제,주사제,-,500.0,mg
329100BIJ,sulbactam sodium,250mg,복합,329100BIJ,IJ,B,주사제,주사제,-,250.0,mg
329200BIJ,ampicillin sodium,1000mg,복합,329200BIJ,IJ,B,주사제,주사제,-,1000.0,mg
329200BIJ,sulbactam sodium,500mg,복합,329200BIJ,IJ,B,주사제,주사제,-,500.0,mg
329300BIJ,cilastatin sodium,250mg,복합,329300BIJ,IJ,B,주사제,주사제,-,250.0,mg
329300BIJ,imipenem monohydrate,250mg,복합,329300BIJ,IJ,B,주사제,주사제,-,250.0,mg
329400BIJ,cilastatin sodium,500mg,복합,329400BIJ,IJ,B,주사제,주사제,-,500.0,mg
329400BIJ,imipenem monohydrate,500mg,복합,329400BIJ,IJ,B,주사제,주사제,-,500.0,mg
329500BIJ,piperacillin sodium,2g,복합,329500BIJ,IJ,B,주사제,주사제,-,2.0,g
329500BIJ,tazobactam,0.25g,복합,329500BIJ,IJ,B,주사제,주사제,-,0.25,g
329600BIJ,piperacillin sodium,4g,복합,329600BIJ,IJ,B,주사제,주사제,-,4.0,g
329600BIJ,tazobactam,0.5g,복합,329600BIJ,IJ,B,주사제,주사제,-,0.5,g
329700BIJ,potassium clavulanate,100mg,복합,329700BIJ,IJ,B,주사제,주사제,-,100.0,mg
329700BIJ,ticarcillin sodium,1.5g,복합,329700BIJ,IJ,B,주사제,주사제,-,1.5,g
329800BIJ,potassium clavulanate,200mg,복합,329800BIJ,IJ,B,주사제,주사제,-,200.0,mg
329800BIJ,ticarcillin sodium,3g,복합,329800BIJ,IJ,B,주사제,주사제,-,3.0,g
329900BIJ,cefoperazone sodium,500mg,복합,329900BIJ,IJ,B,주사제,주사제,-,500.0,mg
329900BIJ,sulbactam sodium,500mg,복합,329900BIJ,IJ,B,주사제,주사제,-,500.0,mg
330000BIJ,sulfamethoxazole,400mg,복합,330000BIJ,IJ,B,주사제,주사제,-,400.0,mg
330000BIJ,trimethoprim,80mg,복합,330000BIJ,IJ,B,주사제,주사제,-,80.0,mg
330100BIJ,histamine 2HCl,0.15mcg,복합,330100BIJ,IJ,B,주사제,주사제,-,0.15,mcg
330100BIJ,immunoglobulin(γ),12mg,복합,330100BIJ,IJ,B,주사제,주사제,-,12.0,mg
330200BIJ,ioxitalamic acid,506.8mg,복합,330200BIJ,IJ,B,주사제,주사제,-,506.8,mg
330200BIJ,meglumine,153.5mg,복합,330200BIJ,IJ,B,주사제,주사제,-,153.5,mg
330600BIJ,iothalamic acid,44.5g/100ml,복합,330600BIJ,IJ,B,주사제,주사제,-,44.51,g/ml
330600BIJ,meglumine,14.5g/100ml,복합,330600BIJ,IJ,B,주사제,주사제,-,14.51,g/ml
313600BIJ,calcium bromide,400mg,복합,313600BIJ,IJ,B,주사제,주사제,-,400.0,mg
313600BIJ,dextrose,2g,복합,313600BIJ,IJ,B,주사제,주사제,-,2.0,g
313600BIJ,sodium salicylate,500mg,복합,313600BIJ,IJ,B,주사제,주사제,-,500.0,mg
315100BIJ,ammonium glycyrrhizinate,4mg,복합,315100BIJ,IJ,B,주사제,주사제,-,4.0,mg
315100BIJ,cysteine HCl,2mg,복합,315100BIJ,IJ,B,주사제,주사제,-,2.0,mg
315100BIJ,glycine,40mg,복합,315100BIJ,IJ,B,주사제,주사제,-,40.0,mg
315700BIJ,deproteinized blood ext.,400mg/100ml,복합,315700BIJ,IJ,B,주사제,주사제,-,400100.0,mg/ml
315700BIJ,polysorbate,20mg/100ml,복합,315700BIJ,IJ,B,주사제,주사제,-,20100.0,mg/ml
315700BIJ,sodium chloride,553mg/100ml,복합,315700BIJ,IJ,B,주사제,주사제,-,553100.0,mg/ml
316000BIJ,berberine chloride,5mg,복합,316000BIJ,IJ,B,주사제,주사제,-,5.0,mg
316000BIJ,dextrose,50mg,복합,316000BIJ,IJ,B,주사제,주사제,-,50.0,mg
316000BIJ,nicotinamide,5mg,복합,316000BIJ,IJ,B,주사제,주사제,-,5.0,mg
319400BIJ,dextrose,5g/100ml,복합,319400BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
319400BIJ,potassium chloride,150mg/100ml,복합,319400BIJ,IJ,B,주사제,주사제,-,150100.0,mg/ml
319400BIJ,sodium chloride,200mg/100ml,복합,319400BIJ,IJ,B,주사제,주사제,-,200100.0,mg/ml
319500BIJ,dextrose,5g/100ml,복합,319500BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
319500BIJ,potassium chloride,150mg/100ml,복합,319500BIJ,IJ,B,주사제,주사제,-,150100.0,mg/ml
319500BIJ,sodium chloride,450mg/100ml,복합,319500BIJ,IJ,B,주사제,주사제,-,450100.0,mg/ml
319600BIJ,dextrose,5g/100ml,복합,319600BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
319600BIJ,potassium chloride,220mg/100ml,복합,319600BIJ,IJ,B,주사제,주사제,-,220100.0,mg/ml
319600BIJ,sodium chloride,450mg/100ml,복합,319600BIJ,IJ,B,주사제,주사제,-,450100.0,mg/ml
320600BIJ,dextrose,2.5g/100ml,복합,320600BIJ,IJ,B,주사제,주사제,-,2.51,g/ml
320600BIJ,sodium chloride,300mg/100ml,복합,320600BIJ,IJ,B,주사제,주사제,-,300100.0,mg/ml
320600BIJ,sodium lactate,320mg/100ml,복합,320600BIJ,IJ,B,주사제,주사제,-,320100.0,mg/ml
326700BIJ,betaine glucuronate,150mg,복합,326700BIJ,IJ,B,주사제,주사제,-,150.0,mg
326700BIJ,diethanolamine glucuronate,40mg,복합,326700BIJ,IJ,B,주사제,주사제,-,40.0,mg
326700BIJ,nicotinamide ascorbate,20mg,복합,326700BIJ,IJ,B,주사제,주사제,-,20.0,mg
326800BIJ,betaine glucuronate,750mg,복합,326800BIJ,IJ,B,주사제,주사제,-,750.0,mg
326800BIJ,diethanolamine glucuronate,200mg,복합,326800BIJ,IJ,B,주사제,주사제,-,200.0,mg
326800BIJ,nicotinamide ascorbate,100mg,복합,326800BIJ,IJ,B,주사제,주사제,-,100.0,mg
327300BIJ,aminoactic acid,400mg,복합,327300BIJ,IJ,B,주사제,주사제,-,400.0,mg
327300BIJ,ammonium glycyrrhizinate,53mg,복합,327300BIJ,IJ,B,주사제,주사제,-,53.0,mg
327300BIJ,L-cystein HCl,20mg,복합,327300BIJ,IJ,B,주사제,주사제,-,20.0,mg
327400BIJ,cysteine HCl,5mg,복합,327400BIJ,IJ,B,주사제,주사제,-,5.0,mg
327400BIJ,glycine,100mg,복합,327400BIJ,IJ,B,주사제,주사제,-,100.0,mg
327400BIJ,glycyrrhizin acid dipotassium,10mg,복합,327400BIJ,IJ,B,주사제,주사제,-,10.0,mg
327500BIJ,cysteine HCl,20mg,복합,327500BIJ,IJ,B,주사제,주사제,-,20.0,mg
327500BIJ,glycine,400mg,복합,327500BIJ,IJ,B,주사제,주사제,-,400.0,mg
327500BIJ,glycyrrhizin acid dipotassium,40mg,복합,327500BIJ,IJ,B,주사제,주사제,-,40.0,mg
328100BIJ,dextrose,2.75g/100ml,복합,328100BIJ,IJ,B,주사제,주사제,-,2.751,g/ml
328100BIJ,glycerin,10g/100ml,복합,328100BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
328100BIJ,sodium chloride,450mg/100ml,복합,328100BIJ,IJ,B,주사제,주사제,-,450100.0,mg/ml
328200BIJ,fructose,5g/100ml,복합,328200BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
328200BIJ,glycerin,10g/100ml,복합,328200BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
328200BIJ,sodium chloride,900mg/100ml,복합,328200BIJ,IJ,B,주사제,주사제,-,900100.0,mg/ml
330300BIJ,ioxaglic acid,533.3mg,복합,330300BIJ,IJ,B,주사제,주사제,-,533.3,mg
330300BIJ,meglumine,52.4mg,복합,330300BIJ,IJ,B,주사제,주사제,-,52.4,mg
330300BIJ,sodium hydroxide,6.1mg,복합,330300BIJ,IJ,B,주사제,주사제,-,6.1,mg
330400BIJ,ioxitalamic acid,0.5928g,복합,330400BIJ,IJ,B,주사제,주사제,-,0.5928,g
330400BIJ,meglumine,0.1514g,복합,330400BIJ,IJ,B,주사제,주사제,-,0.1514,g
330400BIJ,sodium chloride,1.541g,복합,330400BIJ,IJ,B,주사제,주사제,-,1.541,g
330500BIJ,ioxitalamic acid,642.3mg,복합,330500BIJ,IJ,B,주사제,주사제,-,642.3,mg
330500BIJ,meglumine,119.2mg,복합,330500BIJ,IJ,B,주사제,주사제,-,119.2,mg
330500BIJ,sodium hydroxide,15.41mg,복합,330500BIJ,IJ,B,주사제,주사제,-,15.41,mg
319700BIJ,calcium chloride,33mg/100ml,복합,319700BIJ,IJ,B,주사제,주사제,-,33100.0,mg/ml
319700BIJ,fructose,10g/100ml,복합,319700BIJ,IJ,B,주사제,주사제,-,10100.0,g/ml
319700BIJ,potassium chloride,30mg/100ml,복합,319700BIJ,IJ,B,주사제,주사제,-,30100.0,mg/ml
319700BIJ,sodium chloride,860mg/100ml,복합,319700BIJ,IJ,B,주사제,주사제,-,860100.0,mg/ml
319800BIJ,dextrose,2.5g/100ml,복합,319800BIJ,IJ,B,주사제,주사제,-,2.51,g/ml
319800BIJ,lactic acid,260mg/100ml,복합,319800BIJ,IJ,B,주사제,주사제,-,260100.0,mg/ml
319800BIJ,sodium chloride,300mg/100ml,복합,319800BIJ,IJ,B,주사제,주사제,-,300100.0,mg/ml
319800BIJ,sodium hydroxide,110mg/100ml,복합,319800BIJ,IJ,B,주사제,주사제,-,110100.0,mg/ml
320700BIJ,calcium chloride,20mg/100ml,복합,320700BIJ,IJ,B,주사제,주사제,-,20100.0,mg/ml
320700BIJ,potassium chloride,30mg/100ml,복합,320700BIJ,IJ,B,주사제,주사제,-,30100.0,mg/ml
320700BIJ,sodium chloride,600mg/100ml,복합,320700BIJ,IJ,B,주사제,주사제,-,600100.0,mg/ml
320700BIJ,sodium lactate,310mg/100ml,복합,320700BIJ,IJ,B,주사제,주사제,-,310100.0,mg/ml
320800BIJ,chromic chloride,510mcg,복합,320800BIJ,IJ,B,주사제,주사제,-,510.0,mcg
320800BIJ,copper sulfate,39.3mg,복합,320800BIJ,IJ,B,주사제,주사제,-,39.3,mg
320800BIJ,manganese sulfate,15.4mg,복합,320800BIJ,IJ,B,주사제,주사제,-,15.4,mg
320800BIJ,zinc sulfate,220mg,복합,320800BIJ,IJ,B,주사제,주사제,-,220.0,mg
326900BIJ,adenosine,20mg/1ml,복합,326900BIJ,IJ,B,주사제,주사제,-,201.0,mg/ml
326900BIJ,choline orotate,200mg/1ml,복합,326900BIJ,IJ,B,주사제,주사제,-,2001.0,mg/ml
326900BIJ,cyanocobalamin,0.5mg/1ml,복합,326900BIJ,IJ,B,주사제,주사제,-,0.51,mg/ml
326900BIJ,hydroxocovalamine,0.5mg/1ml,복합,326900BIJ,IJ,B,주사제,주사제,-,0.51,mg/ml
327000BIJ,adenosine,1g,복합,327000BIJ,IJ,B,주사제,주사제,-,1.0,g
327000BIJ,choline orotate,1000mg,복합,327000BIJ,IJ,B,주사제,주사제,-,1000.0,mg
327000BIJ,cyanocobalamin,2.5mg,복합,327000BIJ,IJ,B,주사제,주사제,-,2.5,mg
327000BIJ,hydroxocobalamin,2.5mg,복합,327000BIJ,IJ,B,주사제,주사제,-,2.5,mg
327700BIJ,acyldehydrogenase,800u,복합,327700BIJ,IJ,B,주사제,주사제,-,800.0,u
327700BIJ,lipase,500u,복합,327700BIJ,IJ,B,주사제,주사제,-,500.0,u
327700BIJ,monoamine oxidase,4000u,복합,327700BIJ,IJ,B,주사제,주사제,-,4000.0,u
327700BIJ,tyrosinase,4000u,복합,327700BIJ,IJ,B,주사제,주사제,-,4000.0,u
315000BIJ,chlorpheniramine maleate,5mg,복합,315000BIJ,IJ,B,주사제,주사제,-,5.0,mg
315000BIJ,methionine,25mg,복합,315000BIJ,IJ,B,주사제,주사제,-,25.0,mg
315000BIJ,nicotinamide,15mg,복합,315000BIJ,IJ,B,주사제,주사제,-,15.0,mg
315000BIJ,pyridoxine HCl,3mg,복합,315000BIJ,IJ,B,주사제,주사제,-,3.0,mg
315000BIJ,riboflavin sodium phosphate,2mg,복합,315000BIJ,IJ,B,주사제,주사제,-,2.0,mg
317100BIJ,calcium chloride,20mg/100ml,복합,317100BIJ,IJ,B,주사제,주사제,-,20100.0,mg/ml
317100BIJ,maltose,5g/100ml,복합,317100BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
317100BIJ,potassium chloride,30mg/100ml,복합,317100BIJ,IJ,B,주사제,주사제,-,30100.0,mg/ml
317100BIJ,sodium chloride,600mg/100ml,복합,317100BIJ,IJ,B,주사제,주사제,-,600100.0,mg/ml
317100BIJ,sodium lactate,620mg/100ml,복합,317100BIJ,IJ,B,주사제,주사제,-,620100.0,mg/ml
317200BIJ,dextrose,3.75g/100ml,복합,317200BIJ,IJ,B,주사제,주사제,-,3.751,g/ml
317200BIJ,fructose,11.25g/100ml,복합,317200BIJ,IJ,B,주사제,주사제,-,11.251,g/ml
317200BIJ,magnesium chloride,14.3mg/100ml,복합,317200BIJ,IJ,B,주사제,주사제,-,14.31,mg/ml
317200BIJ,potassium chloride,149.1mg/100ml,복합,317200BIJ,IJ,B,주사제,주사제,-,149.11,mg/ml
317200BIJ,sodium chloride,127.4mg/100ml,복합,317200BIJ,IJ,B,주사제,주사제,-,127.41,mg/ml
319900BIJ,calcium chloride,20mg/100ml,복합,319900BIJ,IJ,B,주사제,주사제,-,20100.0,mg/ml
319900BIJ,dextran-40,3g/100ml,복합,319900BIJ,IJ,B,주사제,주사제,-,3100.0,g/ml
319900BIJ,potassium chloride,30mg/100ml,복합,319900BIJ,IJ,B,주사제,주사제,-,30100.0,mg/ml
319900BIJ,sodium chloride,600mg/100ml,복합,319900BIJ,IJ,B,주사제,주사제,-,600100.0,mg/ml
319900BIJ,sodium lactate,310mg/100ml,복합,319900BIJ,IJ,B,주사제,주사제,-,310100.0,mg/ml
320000BIJ,calcium chloride,3.7g/100ml,복합,320000BIJ,IJ,B,주사제,주사제,-,3.71,g/ml
320000BIJ,magnesium chloride,3g/100ml,복합,320000BIJ,IJ,B,주사제,주사제,-,3100.0,g/ml
320000BIJ,sodium acetate,36.8g/100ml,복합,320000BIJ,IJ,B,주사제,주사제,-,36.81,g/ml
320000BIJ,sodium chloride,52.6g/100ml,복합,320000BIJ,IJ,B,주사제,주사제,-,52.61,g/ml
320000BIJ,sodium glucose,50.2g/100ml,복합,320000BIJ,IJ,B,주사제,주사제,-,50.21,g/ml
320900BIJ,calcium chloride,20mg/100ml,복합,320900BIJ,IJ,B,주사제,주사제,-,20100.0,mg/ml
320900BIJ,dextrose,5g/100ml,복합,320900BIJ,IJ,B,주사제,주사제,-,5100.0,g/ml
320900BIJ,potassium chloride,30mg/100ml,복합,320900BIJ,IJ,B,주사제,주사제,-,30100.0,mg/ml
320900BIJ,sodium chloride,600mg/100ml,복합,320900BIJ,IJ,B,주사제,주사제,-,600100.0,mg/ml
320900BIJ,sodium lactate,620mg/100ml,복합,320900BIJ,IJ,B,주사제,주사제,-,620100.0,mg/ml
321000BIJ,calcium chloride,331mg,복합,321000BIJ,IJ,B,주사제,주사제,-,331.0,mg
321000BIJ,magnesium chloride,508mg,복합,321000BIJ,IJ,B,주사제,주사제,-,508.0,mg
321000BIJ,potassium chloride,1.491g,복합,321000BIJ,IJ,B,주사제,주사제,-,1.4909999999999999,g
321000BIJ,sodium acetate,4.015g,복합,321000BIJ,IJ,B,주사제,주사제,-,4.015,g
321000BIJ,sodium chloride,321mg,복합,321000BIJ,IJ,B,주사제,주사제,-,321.0,mg
316400BIJ,cyanocobalamin,10mcg,복합,316400BIJ,IJ,B,주사제,주사제,-,10.0,mcg
316400BIJ,dexpanthenol,5.17mg,복합,316400BIJ,IJ,B,주사제,주사제,-,5.17,mg
316400BIJ,nicotinamide,40mg,복합,316400BIJ,IJ,B,주사제,주사제,-,40.0,mg
316400BIJ,pyridoxine HCl,5mg,복합,316400BIJ,IJ,B,주사제,주사제,-,5.0,mg
316400BIJ,riboflavin sodium phosphate,5.47mg,복합,316400BIJ,IJ,B,주사제,주사제,-,5.47,mg
316400BIJ,thiamine HCl,10mg,복합,316400BIJ,IJ,B,주사제,주사제,-,10.0,mg
327100BIJ,adenosine triphosphate,5mg,복합,327100BIJ,IJ,B,주사제,주사제,-,5.0,mg
327100BIJ,antitoxic liver ext.,25mg,복합,327100BIJ,IJ,B,주사제,주사제,-,25.0,mg
327100BIJ,carnitine HCl,184mg,복합,327100BIJ,IJ,B,주사제,주사제,-,184.0,mg
327100BIJ,carnitine orotate,300mg,복합,327100BIJ,IJ,B,주사제,주사제,-,300.0,mg
327100BIJ,cyanocobalamin,250mcg,복합,327100BIJ,IJ,B,주사제,주사제,-,250.0,mcg
327100BIJ,pyridoxine HCl,25mg,복합,327100BIJ,IJ,B,주사제,주사제,-,25.0,mg
327200BIJ,arginine HCl,200mg,복합,327200BIJ,IJ,B,주사제,주사제,-,200.0,mg
327200BIJ,citrulline,100mg,복합,327200BIJ,IJ,B,주사제,주사제,-,100.0,mg
327200BIJ,cyanocobalamin,500mcg,복합,327200BIJ,IJ,B,주사제,주사제,-,500.0,mcg
327200BIJ,folic acid,1mg,복합,327200BIJ,IJ,B,주사제,주사제,-,1.0,mg
327200BIJ,nicotinamide,15mg,복합,327200BIJ,IJ,B,주사제,주사제,-,15.0,mg
327200BIJ,ornithine HCl,100mg,복합,327200BIJ,IJ,B,주사제,주사제,-,100.0,mg
316500BIJ,ascorbic acid,200mg,복합,316500BIJ,IJ,B,주사제,주사제,-,200.0,mg
316500BIJ,cyanocobalamin,4mcg,복합,316500BIJ,IJ,B,주사제,주사제,-,4.0,mcg
316500BIJ,nicotinamide,150mg,복합,316500BIJ,IJ,B,주사제,주사제,-,150.0,mg
316500BIJ,pyridoxine HCl,10mg,복합,316500BIJ,IJ,B,주사제,주사제,-,10.0,mg
316500BIJ,riboflavin sodium phosphate,7.6mg,복합,316500BIJ,IJ,B,주사제,주사제,-,7.6,mg
316500BIJ,sodium pantothenate,10mg,복합,316500BIJ,IJ,B,주사제,주사제,-,10.0,mg
316500BIJ,thiamine HCl,40mg,복합,316500BIJ,IJ,B,주사제,주사제,-,40.0,mg
316600BIJ,biotin,500mcg,복합,316600BIJ,IJ,B,주사제,주사제,-,500.0,mcg
316600BIJ,cyanocobalamin,8mcg,복합,316600BIJ,IJ,B,주사제,주사제,-,8.0,mcg
316600BIJ,dexpanthenol,6mg,복합,316600BIJ,IJ,B,주사제,주사제,-,6.0,mg
316600BIJ,nicotinamide,40mg,복합,316600BIJ,IJ,B,주사제,주사제,-,40.0,mg
316600BIJ,pyridoxine HCl,4mg,복합,316600BIJ,IJ,B,주사제,주사제,-,4.0,mg
316600BIJ,riboflavin sodium phosphate,5.53mg,복합,316600BIJ,IJ,B,주사제,주사제,-,5.53,mg
316600BIJ,thiamine HCl,10mg,복합,316600BIJ,IJ,B,주사제,주사제,-,10.0,mg
330700BIJ,candida antigen,2000mu/ml,복합,330700BIJ,IJ,B,주사제,주사제,-,2000.0,mu/ml
